104,25,37,73,15,140
141,63,133,44,80,41
139,11,137,136,127,10
3,22,123,132,135,28
27,23,138,129,33,5
20,49,4,131,6,125
7,12,26,8,9,13
57,51,82,54,75,65
78,47,83,66,56,118
52,53,124,101,73,74
115,117,76,112,77,81
61,49,110,71,70,63
84,79,88,55,99,87
113,90,64,50,42,91
45,59,107,80,111,120
127,98,106,109,93,69
122,35,96,100,41,105
94,30,44,43,104,103
36,19,95,121,86,37
119,108,102,116,62,31
123,38,23,39,17,34
89,125,18,29,2,131
14,33,144,126,142,137
1,129,134,68,141,40
130,15,143,16,140,26
10,25,3,114,133,13
92,32,67,128,136,138
11,4,60,12,48,28
46,139,58,85,132,97
21,135,22,5,24,27
72,8,7,9,20,81
6,68,54,76,1,67
69,70,119,74,75,118
103,77,127,49,62,82
52,71,61,50,83,60
63,57,87,72,56,48
53,86,59,91,123,84
45,95,73,58,121,55
102,115,116,101,64,107
89,78,43,51,97,113
106,41,114,104,35,109
120,112,110,46,40,42
105,124,44,99,131,128
98,125,34,80,36,29
111,108,133,17,32,31
132,135,21,16,2,94
79,117,136,18,19,39
142,144,143,141,130,100
66,93,88,10,15,90
85,122,13,12,38,37
27,134,24,47,137,9
92,30,23,5,140,4
28,129,96,126,3,65
22,6,138,25,11,33
20,26,8,7,14,139
77,66,68,73,117,49
48,70,55,51,79,78
75,53,115,85,74,124
71,80,63,65,113,84
106,122,69,118,119,82
44,59,50,121,60,54
58,57,100,76,110,43
72,105,125,81,52,62
64,111,102,114,116,47
37,109,88,107,46,103
95,36,42,120,112,123
101,108,130,90,92,94
126,97,104,127,35,87
56,67,22,34,61,30
98,31,128,99,129,1
3,132,93,20,13,2
40,16,83,89,144,140
38,137,143,14,15,135
131,21,142,39,139,12
141,32,133,19,45,10
33,91,26,29,25,41
136,4,23,24,86,18
96,28,7,6,5,27
8,9,11,134,17,138
111,71,77,65,48,47
52,104,46,70,74,50
76,45,100,73,113,49
115,80,75,56,119,82
69,81,42,64,58,106
120,83,88,107,1,117
116,40,63,85,62,54
99,101,103,53,51,109
94,92,125,102,124,105
96,87,121,44,122,95
97,41,90,93,118,34
89,37,108,91,72,38
128,98,17,127,67,19
110,35,27,23,112,55
79,15,61,30,57,133
144,123,2,142,16,39
130,78,132,13,18,126
14,139,22,129,143,12
114,138,134,24,20,68
33,29,141,28,25,3
84,59,131,140,60,31
43,36,32,11,66,4
7,137,5,26,21,8
6,136,135,9,86,10
71,67,58,74,65,53
68,72,52,54,80,117
112,46,118,124,127,119
57,82,75,113,70,115
107,51,45,1,49,66
63,77,116,84,105,101
87,60,108,111,56,94
48,102,104,97,55,114
100,110,98,106,96,120
103,50,61,89,86,121
43,93,91,122,95,83
79,40,123,88,31,38
78,99,109,33,92,130
29,129,131,76,21,59
30,125,17,47,36,90
42,32,19,132,138,2
3,62,144,143,28,16
39,85,35,142,10,73
69,22,134,44,64,13
41,128,37,15,34,23
136,26,27,9,81,139
137,18,126,4,24,5
141,25,7,140,20,135
6,8,133,14,11,12
59,115,113,69,74,116
76,123,114,55,121,119
66,1,77,50,70,108
67,65,71,102,46,98
75,47,120,117,122,48
107,57,79,45,85,99
106,101,118,60,93,110
73,103,90,95,94,124
83,125,86,91,88,52
42,40,44,39,36,92
97,58,128,41,43,30
96,104,127,72,68,105
111,37,87,80,56,112
35,34,33,129,32,89
109,84,134,130,131,14
2,100,81,135,143,132
144,51,140,136,137,28
15,17,141,54,78,12
142,27,11,24,139,3
64,63,38,49,82,126
53,61,9,18,62,29
26,5,31,25,22,21
6,4,10,138,133,20
7,8,23,115,19,16
1,94,13,109,116,117
113,76,68,114,62,65
78,49,74,64,60,46
67,58,47,119,51,53
108,79,126,54,82,52
63,125,107,59,127,101
66,77,106,105,75,55
111,98,48,97,44,69
112,86,104,85,61,81
90,88,103,95,56,124
45,102,96,83,99,87
38,89,34,118,110,84
93,28,100,39,37,33
92,121,30,80,36,131
120,31,122,70,35,91
139,134,128,143,2,72
123,13,17,20,71,144
14,137,12,40,142,50
24,141,23,140,19,3
73,16,136,25,15,9
138,43,10,4,5,22
21,27,42,26,32,57
41,130,18,7,129,135
133,132,29,8,11,6
2160
